iddesignacion;desde;hasta;idtipodesignacion;nroplaca
2041;1995-01-01;1996-01-01;2;142
2042;1992-01-01;1998-01-01;0;716
2043;1992-01-01;1996-01-01;4;335
2044;1993-01-01;1996-01-01;3;678
2045;1991-01-01;1999-01-01;4;134
2046;1995-01-01;1999-01-01;3;33
2047;1991-01-01;1997-01-01;2;89
2048;1995-01-01;1997-01-01;2;792
2049;1995-01-01;1998-01-01;1;3
2050;1995-01-01;1999-01-01;0;519
2051;1993-01-01;1999-01-01;0;9
2052;1993-01-01;1998-01-01;3;145
2053;1993-01-01;1996-01-01;1;141
2054;1993-01-01;1999-01-01;2;759
2055;1995-01-01;1999-01-01;2;311
2056;1994-01-01;1999-01-01;3;738
2057;1992-01-01;1999-01-01;4;489
2058;1991-01-01;1999-01-01;0;615
2059;1995-01-01;1999-01-01;1;750
2060;1993-01-01;1999-01-01;3;245
2061;1994-01-01;1997-01-01;3;437
2062;1995-01-01;1997-01-01;1;692
2063;1994-01-01;1998-01-01;3;306
2064;1994-01-01;1996-01-01;0;365
2065;1991-01-01;1998-01-01;3;949
2066;1995-01-01;1997-01-01;3;234
2067;1991-01-01;1999-01-01;4;377
2068;1995-01-01;1998-01-01;0;820
2069;1991-01-01;1997-01-01;2;819
2070;1995-01-01;1998-01-01;3;784
2071;1993-01-01;1999-01-01;1;318
2072;1995-01-01;1996-01-01;3;615
2073;1991-01-01;1999-01-01;3;729
2074;1992-01-01;1998-01-01;2;235
2075;1994-01-01;1999-01-01;4;214
2076;1995-01-01;1999-01-01;3;316
2077;1993-01-01;1997-01-01;4;412
2078;1994-01-01;1996-01-01;3;25
2079;1994-01-01;1996-01-01;3;512
2080;1995-01-01;1996-01-01;1;492
2081;1992-01-01;1999-01-01;4;185
2082;1995-01-01;1999-01-01;0;214
2083;1991-01-01;1998-01-01;2;499
2084;1992-01-01;1999-01-01;0;261
2085;1993-01-01;1996-01-01;0;850
2086;1994-01-01;1996-01-01;1;93
2087;1993-01-01;1998-01-01;1;962
2088;1993-01-01;1999-01-01;0;661
2089;1994-01-01;1999-01-01;2;160
2090;1991-01-01;1999-01-01;2;836
2091;1991-01-01;1999-01-01;2;596
2092;1993-01-01;1997-01-01;4;418
2093;1991-01-01;1997-01-01;1;398
2094;1994-01-01;1996-01-01;1;555
2095;1994-01-01;1998-01-01;0;636
2096;1995-01-01;1999-01-01;0;550
2097;1992-01-01;1997-01-01;0;593
2098;1994-01-01;1996-01-01;0;492
2099;1992-01-01;1996-01-01;1;740
2100;1992-01-01;1999-01-01;3;462
2101;1992-01-01;1998-01-01;3;32
2102;1995-01-01;1996-01-01;3;264
2103;1992-01-01;1998-01-01;4;951
2104;1994-01-01;1997-01-01;1;222
2105;1994-01-01;1997-01-01;0;788
2106;1993-01-01;1999-01-01;4;771
2107;1994-01-01;1999-01-01;3;437
2108;1995-01-01;1996-01-01;0;536
2109;1992-01-01;1996-01-01;3;674
2110;1995-01-01;1996-01-01;2;918
2111;1992-01-01;1998-01-01;1;193
2112;1994-01-01;1997-01-01;2;308
2113;1994-01-01;1999-01-01;4;464
2114;1994-01-01;1999-01-01;1;98
2115;1995-01-01;1996-01-01;3;141
2116;1994-01-01;1999-01-01;0;669
2117;1995-01-01;1997-01-01;1;76
2118;1993-01-01;1998-01-01;4;731
2119;1995-01-01;1999-01-01;0;341
2120;1992-01-01;1998-01-01;2;369
2121;1995-01-01;1996-01-01;4;356
2122;1993-01-01;1999-01-01;4;986
2123;1994-01-01;1998-01-01;2;649
2124;1993-01-01;1996-01-01;3;989
2125;1995-01-01;1998-01-01;4;143
2126;1992-01-01;1999-01-01;1;258
2127;1994-01-01;1999-01-01;2;306
2128;1992-01-01;1999-01-01;2;638
2129;1993-01-01;1999-01-01;2;189
2130;1992-01-01;1999-01-01;1;738
2131;1991-01-01;1998-01-01;4;7
2132;1993-01-01;1996-01-01;4;817
2133;1994-01-01;1999-01-01;0;873
2134;1992-01-01;1996-01-01;0;256
2135;1994-01-01;1998-01-01;4;716
2136;1994-01-01;1997-01-01;2;1
2137;1994-01-01;1996-01-01;2;231
2138;1992-01-01;1999-01-01;1;11
2139;1993-01-01;1996-01-01;1;21
2140;1995-01-01;1999-01-01;0;241
2141;1991-01-01;1998-01-01;1;478
2142;1993-01-01;1997-01-01;2;105
2143;1992-01-01;1999-01-01;3;770
2144;1994-01-01;1999-01-01;2;298
2145;1993-01-01;1996-01-01;2;264
2146;1991-01-01;1997-01-01;4;732
2147;1994-01-01;1998-01-01;4;55
2148;1994-01-01;1999-01-01;0;833
2149;1992-01-01;1998-01-01;4;98
2150;1992-01-01;1996-01-01;0;978
2151;1993-01-01;1997-01-01;3;945
2152;1991-01-01;1996-01-01;4;153
2153;1993-01-01;1999-01-01;3;997
2154;1991-01-01;1999-01-01;4;877
2155;1994-01-01;1997-01-01;3;787
2156;1994-01-01;1997-01-01;3;595
2157;1993-01-01;1996-01-01;3;32
2158;1993-01-01;1997-01-01;1;906
2159;1991-01-01;1997-01-01;4;818
2160;1993-01-01;1998-01-01;2;756
2161;1992-01-01;1996-01-01;3;836
2162;1994-01-01;1998-01-01;0;326
2163;1991-01-01;1997-01-01;3;59
2164;1993-01-01;1996-01-01;0;572
2165;1995-01-01;1996-01-01;2;708
2166;1991-01-01;1998-01-01;3;159
2167;1991-01-01;1997-01-01;1;459
2168;1993-01-01;1999-01-01;1;134
2169;1993-01-01;1998-01-01;4;559
2170;1994-01-01;1996-01-01;4;399
2171;1991-01-01;1999-01-01;2;774
2172;1992-01-01;1998-01-01;2;995
2173;1994-01-01;1998-01-01;0;106
2174;1994-01-01;1997-01-01;1;820
2175;1992-01-01;1997-01-01;4;645
2176;1993-01-01;1999-01-01;1;890
2177;1994-01-01;1998-01-01;0;334
2178;1991-01-01;1996-01-01;2;146
2179;1993-01-01;1996-01-01;2;73
2180;1993-01-01;1996-01-01;0;58
2181;1991-01-01;1998-01-01;4;99
2182;1995-01-01;1996-01-01;1;41
2183;1992-01-01;1997-01-01;3;269
2184;1994-01-01;1997-01-01;1;213
2185;1995-01-01;1997-01-01;2;576
2186;1993-01-01;1996-01-01;4;840
2187;1995-01-01;1999-01-01;3;424
2188;1994-01-01;1996-01-01;4;715
2189;1992-01-01;1996-01-01;0;698
2190;1991-01-01;1997-01-01;3;540
2191;1991-01-01;1996-01-01;0;366
2192;1991-01-01;1996-01-01;4;747
2193;1992-01-01;1998-01-01;4;667
2194;1994-01-01;1997-01-01;1;371
2195;1995-01-01;1998-01-01;1;424
2196;1991-01-01;1997-01-01;4;959
2197;1992-01-01;1999-01-01;0;531
2198;1992-01-01;1999-01-01;1;204
2199;1995-01-01;1996-01-01;4;567
2200;1991-01-01;1996-01-01;0;523
2201;1994-01-01;1999-01-01;2;693
2202;1995-01-01;1998-01-01;4;766
2203;1992-01-01;1999-01-01;2;92
2204;1995-01-01;1996-01-01;2;147
2205;1991-01-01;1996-01-01;3;165
2206;1991-01-01;1996-01-01;4;491
2207;1993-01-01;1996-01-01;3;786
2208;1994-01-01;1997-01-01;4;362
2209;1995-01-01;1996-01-01;1;691
2210;1992-01-01;1997-01-01;1;587
2211;1991-01-01;1998-01-01;2;839
2212;1992-01-01;1998-01-01;0;999
2213;1993-01-01;1998-01-01;4;428
2214;1992-01-01;1999-01-01;0;759
2215;1994-01-01;1996-01-01;2;339
2216;1991-01-01;1999-01-01;0;325
2217;1992-01-01;1998-01-01;1;406
2218;1991-01-01;1997-01-01;4;230
2219;1991-01-01;1996-01-01;0;32
2220;1991-01-01;1998-01-01;1;337
2221;1993-01-01;1996-01-01;1;239
2222;1995-01-01;1997-01-01;0;151
2223;1991-01-01;1997-01-01;0;741
2224;1994-01-01;1997-01-01;4;62
2225;1991-01-01;1998-01-01;2;187
2226;1992-01-01;1997-01-01;3;576
2227;1991-01-01;1997-01-01;1;156
2228;1991-01-01;1998-01-01;4;226
2229;1994-01-01;1999-01-01;2;415
2230;1994-01-01;1997-01-01;2;692
2231;1995-01-01;1996-01-01;2;904
2232;1995-01-01;1996-01-01;4;484
2233;1991-01-01;1998-01-01;0;435
2234;1992-01-01;1996-01-01;2;179
2235;1992-01-01;1997-01-01;3;175
2236;1991-01-01;1997-01-01;3;349
2237;1991-01-01;1997-01-01;2;603
2238;1991-01-01;1997-01-01;4;71
2239;1991-01-01;1997-01-01;1;599
2240;1991-01-01;1998-01-01;4;534
2241;1994-01-01;1997-01-01;3;678
2242;1993-01-01;1997-01-01;2;264
2243;1994-01-01;1999-01-01;0;50
2244;1992-01-01;1997-01-01;2;632
2245;1995-01-01;1997-01-01;0;363
2246;1995-01-01;1996-01-01;4;499
2247;1992-01-01;1996-01-01;4;148
2248;1992-01-01;1996-01-01;0;16
2249;1992-01-01;1996-01-01;3;762
2250;1991-01-01;1998-01-01;1;820
2251;1991-01-01;1999-01-01;1;338
2252;1991-01-01;1997-01-01;1;370
2253;1991-01-01;1996-01-01;4;444
2254;1994-01-01;1997-01-01;2;56
2255;1993-01-01;1999-01-01;2;300
2256;1993-01-01;1996-01-01;2;458
2257;1993-01-01;1999-01-01;2;526
2258;1992-01-01;1998-01-01;3;107
2259;1991-01-01;1999-01-01;4;58
2260;1994-01-01;1998-01-01;3;966
2261;1991-01-01;1997-01-01;1;797
2262;1991-01-01;1998-01-01;0;818
2263;1995-01-01;1999-01-01;1;549
2264;1994-01-01;1999-01-01;0;366
2265;1993-01-01;1996-01-01;2;995
2266;1995-01-01;1999-01-01;0;282
2267;1993-01-01;1996-01-01;3;959
2268;1993-01-01;1999-01-01;4;826
2269;1992-01-01;1998-01-01;3;543
2270;1995-01-01;1996-01-01;0;554
2271;1992-01-01;1997-01-01;1;797
2272;1992-01-01;1999-01-01;2;998
2273;1991-01-01;1997-01-01;0;795
2274;1992-01-01;1998-01-01;4;58
2275;1992-01-01;1997-01-01;3;586
2276;1991-01-01;1997-01-01;1;322
2277;1993-01-01;1999-01-01;4;786
2278;1994-01-01;1996-01-01;2;535
2279;1993-01-01;1999-01-01;4;228
2280;1993-01-01;1999-01-01;3;297
2281;1995-01-01;1997-01-01;0;448
2282;1991-01-01;1998-01-01;2;862
2283;1993-01-01;1997-01-01;1;272
2284;1993-01-01;1999-01-01;3;860
2285;1991-01-01;1997-01-01;1;720
2286;1994-01-01;1998-01-01;0;176
2287;1995-01-01;1996-01-01;1;843
2288;1992-01-01;1998-01-01;0;274
2289;1992-01-01;1999-01-01;0;419
2290;1993-01-01;1997-01-01;4;610
2291;1993-01-01;1998-01-01;1;424
2292;1994-01-01;1996-01-01;3;113
2293;1994-01-01;1997-01-01;2;711
2294;1994-01-01;1998-01-01;3;478
2295;1994-01-01;1998-01-01;0;532
2296;1991-01-01;1998-01-01;2;798
2297;1991-01-01;1998-01-01;4;675
2298;1991-01-01;1997-01-01;3;236
2299;1992-01-01;1996-01-01;4;284
2300;1995-01-01;1996-01-01;4;632
2301;1995-01-01;1999-01-01;2;107
2302;1993-01-01;1996-01-01;0;585
2303;1995-01-01;1997-01-01;0;544
2304;1994-01-01;1997-01-01;4;157
2305;1995-01-01;1996-01-01;3;178
2306;1993-01-01;1999-01-01;1;974
2307;1991-01-01;1999-01-01;0;791
2308;1992-01-01;1996-01-01;1;534
2309;1994-01-01;1998-01-01;3;676
2310;1992-01-01;1997-01-01;4;127
2311;1993-01-01;1997-01-01;0;811
2312;1995-01-01;1999-01-01;1;768
2313;1994-01-01;1997-01-01;2;277
2314;1993-01-01;1996-01-01;4;320
2315;1991-01-01;1996-01-01;2;996
2316;1991-01-01;1998-01-01;2;777
2317;1991-01-01;1997-01-01;0;912
2318;1991-01-01;1997-01-01;0;369
2319;1991-01-01;1997-01-01;4;551
2320;1992-01-01;1997-01-01;2;549
2321;1995-01-01;1999-01-01;4;268
2322;1994-01-01;1998-01-01;2;620
2323;1992-01-01;1999-01-01;0;567
2324;1993-01-01;1999-01-01;1;631
2325;1992-01-01;1996-01-01;2;191
2326;1994-01-01;1999-01-01;3;715
2327;1995-01-01;1997-01-01;3;270
2328;1992-01-01;1997-01-01;3;812
2329;1994-01-01;1998-01-01;3;682
2330;1991-01-01;1999-01-01;2;61
2331;1994-01-01;1999-01-01;0;419
2332;1991-01-01;1998-01-01;4;922
2333;1995-01-01;1997-01-01;1;641
2334;1994-01-01;1999-01-01;2;972
2335;1994-01-01;1997-01-01;2;781
2336;1994-01-01;1999-01-01;3;159
2337;1993-01-01;1999-01-01;2;252
2338;1994-01-01;1997-01-01;2;71
2339;1991-01-01;1997-01-01;1;690
2340;1995-01-01;1999-01-01;2;23
2341;1993-01-01;1996-01-01;0;727
2342;1994-01-01;1996-01-01;2;13
2343;1995-01-01;1997-01-01;3;351
2344;1994-01-01;1996-01-01;1;261
2345;1991-01-01;1998-01-01;1;567
2346;1995-01-01;1999-01-01;0;784
2347;1995-01-01;1997-01-01;3;692
2348;1995-01-01;1997-01-01;1;410
2349;1993-01-01;1996-01-01;4;16
2350;1993-01-01;1998-01-01;3;722
2351;1991-01-01;1996-01-01;3;263
2352;1992-01-01;1999-01-01;4;145
2353;1994-01-01;1999-01-01;3;810
2354;1995-01-01;1996-01-01;2;308
2355;1995-01-01;1998-01-01;1;714
2356;1992-01-01;1996-01-01;1;470
2357;1992-01-01;1997-01-01;0;558
2358;1991-01-01;1997-01-01;4;477
2359;1994-01-01;1999-01-01;3;621
2360;1994-01-01;1996-01-01;1;695
2361;1992-01-01;1996-01-01;3;99
2362;1995-01-01;1998-01-01;3;521
2363;1993-01-01;1998-01-01;3;112
2364;1992-01-01;1998-01-01;1;491
2365;1995-01-01;1998-01-01;0;578
2366;1991-01-01;1999-01-01;3;425
2367;1995-01-01;1998-01-01;2;431
2368;1993-01-01;1996-01-01;1;472
2369;1994-01-01;1998-01-01;3;186
2370;1995-01-01;1996-01-01;3;247
2371;1992-01-01;1998-01-01;0;495
2372;1992-01-01;1998-01-01;2;555
2373;1991-01-01;1998-01-01;0;670
2374;1993-01-01;1996-01-01;4;342
2375;1992-01-01;1999-01-01;1;923
2376;1995-01-01;1998-01-01;4;181
2377;1993-01-01;1997-01-01;4;7
2378;1993-01-01;1999-01-01;0;840
2379;1992-01-01;1999-01-01;2;983
2380;1994-01-01;1997-01-01;1;455
2381;1992-01-01;1996-01-01;1;523
2382;1991-01-01;1998-01-01;2;216
2383;1993-01-01;1996-01-01;1;382
2384;1995-01-01;1997-01-01;4;663
2385;1991-01-01;1996-01-01;2;763
2386;1994-01-01;1997-01-01;0;922
2387;1992-01-01;1999-01-01;0;635
2388;1991-01-01;1996-01-01;4;205
2389;1991-01-01;1998-01-01;3;895
2390;1991-01-01;1999-01-01;1;198
2391;1995-01-01;1999-01-01;4;788
2392;1991-01-01;1996-01-01;3;251
2393;1994-01-01;1996-01-01;2;9
2394;1991-01-01;1999-01-01;3;42
2395;1991-01-01;1996-01-01;3;116
2396;1993-01-01;1999-01-01;2;829
2397;1994-01-01;1997-01-01;3;217
2398;1992-01-01;1997-01-01;3;484
2399;1993-01-01;1999-01-01;0;447
2400;1995-01-01;1996-01-01;1;50
2401;1995-01-01;1996-01-01;0;832
2402;1993-01-01;1999-01-01;2;73
2403;1994-01-01;1999-01-01;2;955
2404;1991-01-01;1998-01-01;2;379
2405;1994-01-01;1997-01-01;3;452
2406;1995-01-01;1999-01-01;2;825
2407;1994-01-01;1998-01-01;2;143
2408;1992-01-01;1998-01-01;2;729
2409;1994-01-01;1999-01-01;0;869
2410;1994-01-01;1997-01-01;0;906
2411;1995-01-01;1997-01-01;2;142
2412;1993-01-01;1996-01-01;2;643
2413;1995-01-01;1999-01-01;2;937
2414;1992-01-01;1996-01-01;4;132
2415;1993-01-01;1999-01-01;2;805
2416;1995-01-01;1999-01-01;4;615
2417;1994-01-01;1996-01-01;2;292
2418;1992-01-01;1996-01-01;3;735
2419;1994-01-01;1998-01-01;0;965
2420;1992-01-01;1997-01-01;0;760
2421;1991-01-01;1996-01-01;2;181
2422;1992-01-01;1997-01-01;1;982
2423;1991-01-01;1997-01-01;1;842
2424;1991-01-01;1997-01-01;2;343
2425;1993-01-01;1997-01-01;3;850
2426;1994-01-01;1996-01-01;3;870
2427;1992-01-01;1997-01-01;0;647
2428;1992-01-01;1999-01-01;1;876
2429;1994-01-01;1999-01-01;3;404
2430;1994-01-01;1998-01-01;0;221
2431;1991-01-01;1997-01-01;1;637
2432;1991-01-01;1999-01-01;2;18
2433;1995-01-01;1998-01-01;0;925
2434;1995-01-01;1996-01-01;2;730
2435;1993-01-01;1996-01-01;3;776
2436;1993-01-01;1997-01-01;4;238
2437;1993-01-01;1998-01-01;2;237
2438;1991-01-01;1996-01-01;4;541
2439;1994-01-01;1999-01-01;4;853
2440;1994-01-01;1997-01-01;4;297
2441;1993-01-01;1999-01-01;3;996
2442;1995-01-01;1999-01-01;2;102
2443;1994-01-01;1997-01-01;4;890
2444;1994-01-01;1999-01-01;0;805
2445;1995-01-01;1999-01-01;1;675
2446;1993-01-01;1998-01-01;2;537
2447;1993-01-01;1998-01-01;1;592
2448;1995-01-01;1999-01-01;4;730
2449;1994-01-01;1999-01-01;3;337
2450;1992-01-01;1997-01-01;1;893
2451;1993-01-01;1996-01-01;2;314
2452;1995-01-01;1996-01-01;0;195
2453;1994-01-01;1996-01-01;1;627
2454;1991-01-01;1996-01-01;4;757
2455;1991-01-01;1999-01-01;1;174
2456;1993-01-01;1999-01-01;3;13
2457;1995-01-01;1999-01-01;1;331
2458;1994-01-01;1998-01-01;1;640
2459;1993-01-01;1999-01-01;3;932
2460;1995-01-01;1999-01-01;4;206
2461;1994-01-01;1997-01-01;3;114
2462;1991-01-01;1998-01-01;3;541
2463;1995-01-01;1997-01-01;2;330
2464;1991-01-01;1998-01-01;2;782
2465;1995-01-01;1999-01-01;0;720
2466;1995-01-01;1998-01-01;0;947
2467;1991-01-01;1996-01-01;3;661
2468;1991-01-01;1996-01-01;0;285
2469;1995-01-01;1997-01-01;0;281
2470;1993-01-01;1997-01-01;4;627
2471;1994-01-01;1997-01-01;0;388
2472;1993-01-01;1996-01-01;4;127
2473;1991-01-01;1996-01-01;0;197
2474;1994-01-01;1997-01-01;2;237
2475;1995-01-01;1998-01-01;2;873
2476;1993-01-01;1998-01-01;1;37
2477;1993-01-01;1997-01-01;0;735
2478;1992-01-01;1999-01-01;1;767
2479;1992-01-01;1997-01-01;2;470
2480;1993-01-01;1999-01-01;0;94
2481;1994-01-01;1999-01-01;3;420
2482;1991-01-01;1996-01-01;0;168
2483;1994-01-01;1996-01-01;0;848
2484;1995-01-01;1999-01-01;2;392
2485;1992-01-01;1997-01-01;2;391
2486;1993-01-01;1998-01-01;3;654
2487;1993-01-01;1999-01-01;0;686
2488;1994-01-01;1996-01-01;0;75
2489;1993-01-01;1998-01-01;4;797
2490;1992-01-01;1996-01-01;2;927
2491;1994-01-01;1996-01-01;1;998
2492;1993-01-01;1999-01-01;0;326
2493;1995-01-01;1997-01-01;1;272
2494;1991-01-01;1998-01-01;3;502
2495;1994-01-01;1999-01-01;3;710
2496;1995-01-01;1998-01-01;2;980
2497;1995-01-01;1997-01-01;2;663
2498;1992-01-01;1997-01-01;1;106
2499;1991-01-01;1997-01-01;3;58
2500;1995-01-01;1996-01-01;4;44
2501;1994-01-01;1999-01-01;0;949
2502;1991-01-01;1998-01-01;0;300
2503;1994-01-01;1998-01-01;3;875
2504;1995-01-01;1997-01-01;1;615
2505;1994-01-01;1997-01-01;1;770
2506;1994-01-01;1997-01-01;1;779
2507;1994-01-01;1997-01-01;3;395
2508;1994-01-01;1998-01-01;4;569
2509;1992-01-01;1996-01-01;3;35
2510;1995-01-01;1996-01-01;4;664
2511;1992-01-01;1999-01-01;0;356
2512;1991-01-01;1998-01-01;1;824
2513;1991-01-01;1998-01-01;0;29
2514;1991-01-01;1999-01-01;3;344
2515;1993-01-01;1997-01-01;0;143
2516;1993-01-01;1996-01-01;1;664
2517;1993-01-01;1996-01-01;4;533
2518;1991-01-01;1998-01-01;1;152
2519;1992-01-01;1996-01-01;1;939
2520;1994-01-01;1998-01-01;4;804
2521;1995-01-01;1998-01-01;3;743
2522;1994-01-01;1997-01-01;1;203
2523;1993-01-01;1998-01-01;3;882
2524;1994-01-01;1999-01-01;1;393
2525;1993-01-01;1997-01-01;0;466
2526;1994-01-01;1996-01-01;1;703
2527;1994-01-01;1998-01-01;2;654
2528;1993-01-01;1996-01-01;2;928
2529;1991-01-01;1999-01-01;3;349
2530;1995-01-01;1999-01-01;1;786
2531;1993-01-01;1996-01-01;4;262
2532;1992-01-01;1998-01-01;1;586
2533;1991-01-01;1996-01-01;1;849
2534;1992-01-01;1999-01-01;4;105
2535;1995-01-01;1999-01-01;1;360
2536;1991-01-01;1996-01-01;3;902
2537;1993-01-01;1998-01-01;0;477
2538;1994-01-01;1997-01-01;1;151
2539;1993-01-01;1996-01-01;0;819
2540;1994-01-01;1998-01-01;1;492
2541;1995-01-01;1996-01-01;0;421
2542;1995-01-01;1998-01-01;4;789
2543;1995-01-01;1997-01-01;0;788
2544;1993-01-01;1999-01-01;4;866
2545;1994-01-01;1996-01-01;2;728
2546;1995-01-01;1998-01-01;2;528
2547;1994-01-01;1998-01-01;3;382
2548;1995-01-01;1997-01-01;4;540
2549;1991-01-01;1999-01-01;1;777
2550;1995-01-01;1998-01-01;2;651
2551;1993-01-01;1997-01-01;4;650
2552;1992-01-01;1997-01-01;3;605
2553;1995-01-01;1996-01-01;3;188
2554;1992-01-01;1997-01-01;4;697
2555;1991-01-01;1996-01-01;1;349
2556;1991-01-01;1998-01-01;2;860
2557;1991-01-01;1998-01-01;3;426
2558;1995-01-01;1998-01-01;3;393
2559;1995-01-01;1999-01-01;4;954
2560;1992-01-01;1996-01-01;0;224
2561;1994-01-01;1996-01-01;0;133
2562;1991-01-01;1997-01-01;0;474
2563;1992-01-01;1998-01-01;2;28
2564;1992-01-01;1996-01-01;4;862
2565;1991-01-01;1999-01-01;1;106
2566;1992-01-01;1996-01-01;3;104
2567;1991-01-01;1998-01-01;4;633
2568;1993-01-01;1996-01-01;3;606
2569;1995-01-01;1998-01-01;2;279
2570;1992-01-01;1999-01-01;2;139
2571;1991-01-01;1998-01-01;0;876
2572;1993-01-01;1999-01-01;4;833
2573;1992-01-01;1996-01-01;2;668
2574;1993-01-01;1998-01-01;2;335
2575;1995-01-01;1999-01-01;1;450
2576;1992-01-01;1997-01-01;2;99
2577;1993-01-01;1996-01-01;1;435
2578;1993-01-01;1997-01-01;0;326
2579;1991-01-01;1999-01-01;4;878
2580;1995-01-01;1998-01-01;4;761
2581;1994-01-01;1997-01-01;4;471
2582;1992-01-01;1997-01-01;4;340
2583;1991-01-01;1996-01-01;4;102
2584;1992-01-01;1996-01-01;2;538
2585;1992-01-01;1997-01-01;4;536
2586;1993-01-01;1996-01-01;1;624
2587;1992-01-01;1998-01-01;0;311
2588;1994-01-01;1999-01-01;1;651
2589;1994-01-01;1997-01-01;3;883
2590;1994-01-01;1997-01-01;2;195
2591;1991-01-01;1998-01-01;0;902
2592;1993-01-01;1997-01-01;1;43
2593;1995-01-01;1996-01-01;2;136
2594;1991-01-01;1998-01-01;1;45
2595;1992-01-01;1998-01-01;3;17
2596;1994-01-01;1997-01-01;0;897
2597;1991-01-01;1996-01-01;2;416
2598;1994-01-01;1997-01-01;1;424
2599;1994-01-01;1998-01-01;0;716
2600;1993-01-01;1999-01-01;0;251
2601;1994-01-01;1997-01-01;2;154
2602;1994-01-01;1999-01-01;1;344
2603;1992-01-01;1999-01-01;3;968
2604;1995-01-01;1999-01-01;3;83
2605;1995-01-01;1998-01-01;3;970
2606;1991-01-01;1998-01-01;0;778
2607;1991-01-01;1996-01-01;2;306
2608;1993-01-01;1999-01-01;2;384
2609;1995-01-01;1997-01-01;0;650
2610;1991-01-01;1999-01-01;2;800
2611;1995-01-01;1998-01-01;0;435
2612;1993-01-01;1996-01-01;1;96
2613;1991-01-01;1996-01-01;0;298
2614;1992-01-01;1999-01-01;3;668
2615;1994-01-01;1997-01-01;4;34
2616;1994-01-01;1997-01-01;0;834
2617;1991-01-01;1996-01-01;0;7
2618;1993-01-01;1999-01-01;1;734
2619;1991-01-01;1997-01-01;2;91
2620;1993-01-01;1997-01-01;0;689
2621;1995-01-01;1996-01-01;4;600
2622;1991-01-01;1997-01-01;3;994
2623;1992-01-01;1998-01-01;2;845
2624;1994-01-01;1998-01-01;3;256
2625;1993-01-01;1996-01-01;0;152
2626;1993-01-01;1996-01-01;4;186
2627;1991-01-01;1998-01-01;1;148
2628;1991-01-01;1996-01-01;0;414
2629;1993-01-01;1997-01-01;1;710
2630;1992-01-01;1999-01-01;3;604
2631;1991-01-01;1997-01-01;1;520
2632;1995-01-01;1998-01-01;1;194
2633;1993-01-01;1997-01-01;1;457
2634;1994-01-01;1998-01-01;0;607
2635;1993-01-01;1998-01-01;0;599
2636;1995-01-01;1998-01-01;2;445
2637;1991-01-01;1997-01-01;0;96
2638;1993-01-01;1997-01-01;2;148
2639;1992-01-01;1998-01-01;3;324
2640;1992-01-01;1999-01-01;3;139
2641;1991-01-01;1996-01-01;2;98
2642;1993-01-01;1999-01-01;0;919
2643;1994-01-01;1998-01-01;0;868
2644;1994-01-01;1999-01-01;2;74
2645;1994-01-01;1999-01-01;1;142
2646;1991-01-01;1998-01-01;1;702
2647;1993-01-01;1997-01-01;4;809
2648;1992-01-01;1997-01-01;3;958
2649;1991-01-01;1998-01-01;2;980
2650;1993-01-01;1997-01-01;1;244
2651;1995-01-01;1998-01-01;2;40
2652;1994-01-01;1999-01-01;0;150
2653;1994-01-01;1996-01-01;0;883
2654;1993-01-01;1996-01-01;0;817
2655;1992-01-01;1998-01-01;4;959
2656;1993-01-01;1999-01-01;1;441
2657;1994-01-01;1996-01-01;0;303
2658;1995-01-01;1998-01-01;2;610
2659;1995-01-01;1999-01-01;2;499
2660;1995-01-01;1996-01-01;4;848
2661;1991-01-01;1997-01-01;0;801
2662;1994-01-01;1996-01-01;4;376
2663;1993-01-01;1996-01-01;4;62
2664;1994-01-01;1999-01-01;1;553
2665;1993-01-01;1998-01-01;2;531
2666;1993-01-01;1998-01-01;1;498
2667;1992-01-01;1996-01-01;3;13
2668;1992-01-01;1999-01-01;2;590
2669;1995-01-01;1996-01-01;4;448
2670;1993-01-01;1997-01-01;0;199
2671;1993-01-01;1999-01-01;1;146
2672;1995-01-01;1998-01-01;2;660
2673;1995-01-01;1999-01-01;2;371
2674;1991-01-01;1998-01-01;1;350
2675;1993-01-01;1997-01-01;4;800
2676;1994-01-01;1996-01-01;2;388
2677;1992-01-01;1998-01-01;3;907
2678;1994-01-01;1999-01-01;1;323
2679;1991-01-01;1997-01-01;0;150
2680;1991-01-01;1997-01-01;4;120
2681;1993-01-01;1996-01-01;1;291
2682;1995-01-01;1997-01-01;0;102
2683;1994-01-01;1997-01-01;2;882
2684;1995-01-01;1998-01-01;0;191
2685;1992-01-01;1996-01-01;1;27
2686;1995-01-01;1997-01-01;3;540
2687;1994-01-01;1999-01-01;1;628
2688;1991-01-01;1997-01-01;4;391
2689;1992-01-01;1997-01-01;2;664
2690;1991-01-01;1998-01-01;2;810
2691;1993-01-01;1996-01-01;0;517
2692;1992-01-01;1998-01-01;1;436
2693;1994-01-01;1999-01-01;4;295
2694;1995-01-01;1998-01-01;3;854
2695;1995-01-01;1999-01-01;1;585
2696;1993-01-01;1999-01-01;2;906
2697;1992-01-01;1996-01-01;0;498
2698;1991-01-01;1996-01-01;4;695
2699;1994-01-01;1996-01-01;0;129
2700;1992-01-01;1996-01-01;1;239
2701;1993-01-01;1999-01-01;0;762
2702;1991-01-01;1997-01-01;2;840
2703;1994-01-01;1997-01-01;0;951
2704;1994-01-01;1999-01-01;1;161
2705;1992-01-01;1997-01-01;3;117
